invoice_number,release_date,business_partner_code,seller_code,invoice_value,item_quantity,item_code
594,2024-06-27,C000701,76,1698.99,14,S0059
596,2024-07-05,C000276,76,3285.29,11,S0043
597,2024-07-05,C000464,73,507.79,13,S0006
598,2024-07-05,C000843,76,2443.7,11,S0024
599,2024-07-08,C000276,76,36595.29,3,S0043
600,2024-07-08,C000456,76,3419.96,66,S0024
601,2024-07-09,C000957,76,12476.35,1,S0036
602,2024-07-09,C000850,5,29949.88,13,S0036
605,2024-07-15,C000130,76,2207.2,1,S0043
606,2024-07-15,C000162,76,18140.53,153,S0024
606,2024-07-15,C000162,76,4967.23,15,S0059
607,2024-07-15,C000656,76,19874.65,9,S0036
608,2024-07-15,C000680,76,116.52,3,S0056
609,2024-07-17,C000624,68,3169.84,13,S0059
610,2024-07-22,C000701,76,3047.54,13,S0059
611,2024-07-22,C000976,76,2748.59,32,S0024
612,2024-07-22,C000976,76,622.69,2,S0024
613,2024-07-22,C000225,76,2885.99,102,S0025
614,2024-07-22,C000976,76,247.37,20,S0024
616,2024-07-22,C001092,61,3836.74,6,S0065
618,2024-07-22,C000225,76,615.31,429,S0038
619,2024-07-22,C001094,26,1963.13,11,S0060
621,2024-07-22,C001067,76,4784.33,1,S0066
621,2024-07-22,C001067,76,18071.65,12,S0066
622,2024-07-25,C001096,3,6177.7,1,S0065
623,2024-07-29,C001098,43,7330.67,8,S0065
624,2024-07-31,C001075,74,8972.19,1,S0038
626,2024-08-01,C000130,85,293.82,1,S0043
627,2024-08-01,C000276,76,126021.93,4,S0043
628,2024-08-01,C000276,76,1652.85,1,S0043
629,2024-08-01,C000007,76,13680.53,13,S0002
630,2024-08-02,C000004,76,2077.66,5,S0002
631,2024-08-06,C000680,85,144.12,1,S0056
632,2024-08-06,C001107,73,8875.27,1,S0057
632,2024-08-06,C001107,73,12222.53,1,S0038
633,2024-08-07,C000843,85,1737.53,4,S0024
635,2024-08-09,C000544,5,1945.73,4,S0024
636,2024-08-09,C000456,85,5482.89,61,S0024
637,2024-08-09,C001085,80,6745.57,1,S0032
638,2024-08-09,C001095,82,1936.81,9,S0032
639,2024-08-09,C000976,59,3167.51,2,S0032
640,2024-08-13,C000484,74,7368.97,1,S0032
642,2024-08-15,C001103,43,893.49,1,S0055
643,2024-08-20,C000162,76,10119.6,174,S0024
643,2024-08-20,C000162,76,1851.22,6,S0059
644,2024-08-20,C000976,76,1082.13,17,S0024
645,2024-08-20,C000976,85,701.57,38,S0024
646,2024-08-20,C000976,85,962.2,5,S0024
647,2024-08-20,C000976,85,240.0,5,S0024
648,2024-08-23,C000225,76,4040.15,93,S0025
649,2024-08-23,C000225,76,951.23,526,S0038
650,2024-09-05,C000680,76,120.56,10,S0056
651,2024-09-05,C000843,85,914.37,7,S0024
652,2024-09-06,C001080,76,197874.2,1,S0002
653,2024-09-06,C000276,76,33454.02,4,S0043
654,2024-09-06,C000276,76,2026.94,13,S0043
655,2024-09-09,C000613,5,6591.03,2,S0032
657,2024-09-09,C000613,5,9274.64,1,S0032
658,2024-09-09,C000473,59,5413.36,1,S0032
661,2024-09-12,C000130,76,411.31,1,S0043
662,2024-09-17,C001087,76,2864.85,1,S0055
665,2024-09-17,C001087,76,1987.28,1,S0024
666,2024-09-17,C000976,85,1694.58,26,S0024
667,2024-09-17,C000976,85,613.23,1,S0024
668,2024-09-17,C000976,85,383.88,16,S0024
669,2024-09-17,C000976,85,1031.72,2,S0024
671,2024-09-19,C000162,76,7863.4,164,S0024
671,2024-09-19,C000162,76,7573.88,2,S0059
672,2024-09-19,C000456,85,5997.44,63,S0024
673,2024-09-19,C000976,85,732.28,8,S0024
674,2024-09-19,C000397,76,1099.61,11,S0025
675,2024-09-20,C000976,85,61.98,5,S0024
676,2024-09-20,C000225,76,6992.05,98,S0025
677,2024-09-20,C000225,76,1120.27,548,S0038
678,2024-09-20,C000225,76,5781.63,49,S0053
678,2024-09-20,C000225,76,8313.77,9,S0053
678,2024-09-20,C000225,76,13434.36,53,S0053
679,2024-09-24,C001150,68,30974.6,1,S0053
681,2024-09-27,C001147,-1,373.17,1,S0064
682,2024-09-27,C001148,-1,315.9,1,S0064
683,2024-10-03,C001165,-1,75.04,9,S0064
684,2024-10-03,C001153,-1,222.64,10,S0064
685,2024-10-03,C001164,-1,660.84,10,S0064
686,2024-10-03,C001156,-1,310.96,4,S0064
687,2024-10-03,C001163,-1,190.33,8,S0064
688,2024-10-03,C001157,-1,164.94,8,S0064
689,2024-10-03,C001172,-1,189.13,1,S0064
690,2024-10-03,C001154,-1,167.05,8,S0064
691,2024-10-03,C001155,-1,236.63,4,S0064
692,2024-10-03,C001171,-1,358.53,5,S0064
693,2024-10-03,C001170,-1,352.02,8,S0064
694,2024-10-03,C001158,-1,644.31,1,S0064
695,2024-10-03,C001166,-1,176.77,1,S0064
696,2024-10-03,C000351,4,371.7,1,S0064
697,2024-10-03,C001169,-1,114.24,1,S0064
698,2024-10-03,C001168,-1,338.28,3,S0064
699,2024-10-03,C001159,-1,900.64,1,S0064
701,2024-10-03,C001167,-1,122.21,1,S0064
702,2024-10-03,C001173,-1,151.92,5,S0064
703,2024-10-03,C001161,-1,882.21,1,S0064
705,2024-10-03,C001174,-1,270.82,1,S0064
706,2024-10-03,C001175,-1,564.56,1,S0064
708,2024-10-03,C001176,-1,605.01,1,S0064
709,2024-10-03,C001177,-1,113.83,1,S0064
710,2024-10-03,C001178,-1,157.11,9,S0064
711,2024-10-03,C001179,-1,153.19,1,S0064
712,2024-10-03,C001180,-1,234.53,10,S0064
713,2024-10-03,C001181,-1,332.79,1,S0064
714,2024-10-03,C001182,-1,308.22,1,S0064
715,2024-10-03,C001183,-1,151.96,1,S0064
717,2024-10-03,C001162,-1,365.61,6,S0064
718,2024-10-04,C001161,-1,434.45,1,S0064
719,2024-10-04,C001161,-1,281.2,1,S0064
723,2024-10-08,C001103,43,127.38,11,S0006
723,2024-10-08,C001103,43,398.14,1,S0006
723,2024-10-08,C001103,43,15052.38,1,S0025
723,2024-10-08,C001103,43,1301.38,1,S0057
723,2024-10-08,C001103,43,37.26,1,S0057
724,2024-10-08,C001103,43,5605.39,7,S0038
725,2024-10-08,C000130,76,16729.08,4,S0043
726,2024-10-08,C000843,85,859.75,1,S0024
727,2024-10-10,C000349,59,385.32,12,S0064
728,2024-10-10,C000349,59,284.33,2,S0064
729,2024-10-11,C001187,78,28696.15,1,S0056
729,2024-10-11,C001187,78,80803.12,13,S0025
732,2024-10-11,C001080,76,975678.68,1,S0002
733,2024-10-16,C001103,43,15906.47,11,S0025
733,2024-10-16,C001103,43,10126.93,1,S0057
733,2024-10-16,C001103,43,12.34,7,S0057
733,2024-10-16,C001103,43,287.53,1,S0006
733,2024-10-16,C001103,43,201.62,1,S0006
736,2024-10-16,C000680,85,77.14,1,S0056
737,2024-10-16,C000905,43,1393.43,3,S0005
737,2024-10-16,C000905,43,1258.1,12,S0047
742,2024-10-22,C000225,76,243.24,575,S0038
743,2024-10-22,C000225,76,1592.08,113,S0025
744,2024-10-22,C000397,76,3459.14,18,S0025
746,2024-10-22,C000397,76,843.95,4,S0059
747,2024-10-22,C000456,85,2169.04,68,S0024
748,2024-10-22,C000976,85,4112.14,96,S0024
749,2024-10-22,C001087,85,2738.78,1,S0024
753,2024-10-22,C001103,43,10044.51,1,S0057
753,2024-10-22,C001103,43,26273.45,3,S0025
753,2024-10-22,C001103,43,95.61,12,S0006
753,2024-10-22,C001103,43,37.49,1,S0006
753,2024-10-22,C001103,43,33.52,1,S0006
754,2024-10-29,C000260,61,6823.44,4,S0076
754,2024-10-29,C000260,61,4363.6,3,S0076
755,2024-10-31,C000634,43,44768.19,4,S0036
755,2024-10-31,C000634,43,151007.25,13,S0036
756,2024-10-31,C000634,43,1682.97,1,S0055
757,2024-10-31,C000634,43,47078.79,4,S0083
758,2024-11-06,C000276,76,103902.83,10,S0043
759,2024-11-06,C000276,76,45621.49,1,S0043
760,2024-11-06,C001080,76,309618.66,1,S0002
761,2024-11-06,C001201,26,9487.19,1,S0038
762,2024-11-06,C001201,26,540.21,8,S0057
763,2024-11-06,C000535,76,1663.67,11,S0046
764,2024-11-06,C000535,76,2566.07,1,S0024
765,2024-11-08,C001104,71,29468.92,1,S0038
766,2024-11-12,C000843,85,1912.61,9,S0024
767,2024-11-12,C000196,61,7143.34,1,S0032
768,2024-11-12,C000397,76,1190.36,1,S0025
769,2024-11-12,C000397,76,893.56,5,S0041
770,2024-11-12,C001094,26,3003.77,1,S0060
771,2024-11-12,C001186,-1,10063.52,1,S0032
771,2024-11-12,C001186,-1,5499.14,1,S0032
771,2024-11-12,C001186,-1,5299.3,1,S0032
773,2024-11-13,C000900,77,4140.84,11,S0032
774,2024-11-13,C000900,77,3304.18,1,S0032
775,2024-11-13,C000900,77,5811.99,2,S0032
777,2024-11-19,C001103,43,5612.53,1,S0057
778,2024-11-19,C000944,71,8307.55,1,S0059
779,2024-11-19,C000976,85,4863.84,89,S0024
780,2024-11-21,C001087,85,1341.88,1,S0024
781,2024-11-21,C000680,85,52.85,1,S0056
782,2024-11-21,C000456,85,2542.53,66,S0024
783,2024-11-25,C000917,76,79251.72,1,S0002
784,2024-11-25,C000917,76,3.57,4,S0044
785,2024-11-25,C000917,76,566.4,15,S0025
785,2024-11-25,C000917,76,601.94,1,S0059
786,2024-11-28,C000813,43,10134.25,1,S0024
786,2024-11-28,C000813,43,27039.43,5,S0024
787,2024-12-02,C000956,-1,2907.81,1,S0065
788,2024-12-05,C001087,85,1251.71,7,S0024
789,2024-12-05,C001201,85,746.7,6,S0057
790,2024-12-05,C000976,85,3308.6,76,S0024
791,2024-12-05,C000535,85,7025.57,7,S0024
792,2024-12-05,C000680,85,31.22,12,S0056
793,2024-12-05,C000843,85,847.65,1,S0024
794,2024-12-05,C000276,85,745.41,1,S0043
795,2024-12-05,C000130,85,11309.76,1,S0043
796,2024-12-05,C000276,85,125023.69,13,S0043
797,2024-12-05,C001080,76,766761.95,1,S0002
798,2024-12-06,C000813,43,33807.79,12,S0045
799,2024-12-06,C000634,43,22850.69,1,S0083
800,2024-12-06,C000634,43,2110.95,3,S0055
801,2024-12-06,C000225,76,4990.48,15,S0053
801,2024-12-06,C000225,76,8157.22,25,S0053
801,2024-12-06,C000225,76,5782.96,11,S0053
802,2024-12-06,C000225,76,5437.03,114,S0025
803,2024-12-06,C000225,76,1045.92,670,S0038
804,2024-12-06,C000397,85,794.05,1,S0041
805,2024-12-06,C000397,85,1131.35,1,S0025
806,2024-12-06,C001067,76,991.22,5,S0066
807,2024-12-09,C000004,76,163327.12,7,S0002
809,2024-12-10,C000255,76,1396.13,11,S0043
809,2024-12-10,C000255,76,3922.9,10,S0042
810,2024-12-11,C000130,76,952.87,1,S0043
811,2024-12-12,C000070,76,4052.5,1,S0002
813,2024-12-13,C000120,76,5438.5,10,S0025
814,2024-12-13,C000161,76,25796.62,1,S0025
815,2024-12-13,C000349,76,4609.04,12,S0025
816,2024-12-13,C000025,82,5624.73,1,S0060
817,2024-12-13,C000004,76,53781.61,3,S0002
818,2024-12-13,C000917,76,624.27,7,S0059
818,2024-12-13,C000917,76,913.41,18,S0025
819,2024-12-13,C000917,76,70482.11,1,S0002
820,2024-12-13,C000547,68,9550.4,1,S0053
821,2024-12-17,C000456,85,5695.57,74,S0024
822,2024-12-17,C000225,76,29424.23,1,S0055
823,2024-12-17,C000225,76,2723.73,103,S0025
824,2024-12-18,C000188,76,238.11,8,S0057
824,2024-12-18,C000188,76,2120.83,1,S0057
824,2024-12-18,C000188,76,173.73,2,S0057
824,2024-12-18,C000188,76,244.25,13,S0025
824,2024-12-18,C000188,76,343.55,2,S0057
824,2024-12-18,C000188,76,518.98,5,S0025
824,2024-12-18,C000188,76,374.35,9,S0057
824,2024-12-18,C000188,76,370.09,1,S0057
824,2024-12-18,C000188,76,7730.96,3,S0025
825,2024-12-19,C000036,74,31171.68,5,S0038
826,2024-12-19,C000225,76,384.98,1017,S0038
827,2024-12-20,C000917,76,6.28,2,S0044
828,2024-12-20,C001228,26,390.85,1,S0064
829,2024-12-24,C000456,68,21112.67,13,S0024
830,2024-12-24,C000456,68,17363.11,2,S0036
834,2024-12-30,C000196,88,50472.79,5,S0024
834,2024-12-30,C000196,88,988.79,1,S0046
839,2024-12-30,C000196,88,3432.76,18,S0046
839,2024-12-30,C000196,88,6855.68,7,S0024
842,2025-01-07,C000225,76,3402.5,6,S0055
843,2025-01-07,C000096,73,2679.08,2,S0036
844,2025-01-07,C000701,78,13628.67,1,S0038
845,2025-01-07,C000701,78,479.51,1,S0057
846,2025-01-08,C000276,85,977.81,3,S0043
847,2025-01-08,C000276,85,32370.59,1,S0043
848,2025-01-08,C000276,85,2059.86,1,S0043
849,2025-01-08,C001080,76,472864.24,1,S0002
850,2025-01-09,C000843,76,2552.99,3,S0024
851,2025-01-10,C000130,85,644.8,5,S0043
852,2025-01-10,C000634,43,43556.58,4,S0083
853,2025-01-10,C000100,43,40311.6,3,S0057
854,2024-10-18,C000162,85,20233.29,8,S0024
854,2024-10-18,C000162,85,3140.55,5,S0059
854,2025-01-10,C000100,43,39238.38,8,S0038
855,2025-01-14,C000162,76,16296.21,200,S0024
855,2025-01-14,C000162,76,2564.35,4,S0059
856,2025-01-14,C000456,85,1192.22,57,S0024
857,2025-01-14,C000188,76,802.84,1,S0057
857,2025-01-14,C000188,76,24.27,6,S0006
857,2025-01-14,C000188,76,1021.37,1,S0057
858,2025-01-16,C001087,85,4208.8,8,S0024
859,2025-01-16,C000535,85,5425.89,11,S0024
860,2025-01-16,C000255,76,2118.39,1,S0043
875,2025-01-20,C000225,76,498.42,24,S0025
876,2024-11-07,C001160,-1,550.65,1,S0064
876,2025-01-20,C000225,76,1932.2,1092,S0038
876,2025-01-20,C000225,76,1385.1,13,S0041
877,2025-01-20,C000397,76,817.05,14,S0025
879,2025-01-20,C000397,76,717.66,1,S0041
883,2025-01-23,C000397,76,1138.61,1,S0055
884,2025-01-23,C000917,76,1076.16,13,S0025
884,2025-01-23,C000917,76,818.64,1,S0059
885,2025-01-23,C000917,76,5296.26,2893,S0044
886,2025-01-23,C000976,85,8105.29,74,S0024
887,2025-01-24,C000120,76,6196.97,6,S0025
888,2024-11-18,C000162,76,18982.37,190,S0024
888,2024-11-18,C000162,76,8356.64,17,S0059
888,2025-01-24,C000120,76,10557.65,1,S0025
889,2025-01-24,C000161,76,6398.43,1,S0025
890,2025-01-24,C000161,76,7433.57,1,S0025
891,2025-01-24,C000349,76,1748.75,8,S0025
892,2025-01-24,C000349,76,1873.34,4,S0025
893,2025-01-31,C000680,85,138.3,13,S0056
894,2025-02-07,C000276,76,557.26,12,S0043
895,2025-02-07,C000276,76,123665.22,1,S0043
896,2025-02-10,C001080,76,96077.47,1,S0002
898,2025-02-12,C000701,76,585.03,1,S0057
899,2025-02-12,C000843,85,1686.56,9,S0024
900,2025-02-14,C000544,26,1140.51,1,S0024
901,2025-02-17,C000917,76,249.08,1,S0059
901,2025-02-17,C000917,76,232.71,21,S0025
902,2025-02-17,C000130,85,5109.81,2,S0043
904,2025-02-19,C001087,76,1825.47,1,S0024
905,2025-02-19,C000680,85,44.93,1,S0056
906,2025-02-19,C000634,43,19959.01,1,S0083
907,2025-02-19,C000634,43,930.82,1,S0055
908,2025-02-20,C000255,76,740.7,12,S0043
909,2025-02-20,C000535,85,4893.12,1,S0024
910,2025-02-20,C000976,85,7385.01,80,S0024
911,2025-02-20,C000397,76,1519.3,3,S0025
912,2025-02-20,C000397,85,475.21,1,S0041
913,2025-02-20,C000225,85,1115.91,20,S0025
914,2025-02-20,C000225,76,1845.52,1098,S0038
914,2025-02-20,C000225,76,1190.19,1,S0041
915,2025-02-20,C000456,85,2010.02,57,S0024
917,2025-02-24,C001103,43,11545.29,8,S0057
917,2025-02-24,C001103,43,136.37,1,S0006
917,2025-02-24,C001103,43,12488.11,5,S0025
917,2025-02-24,C001103,43,14.72,1,S0057
919,2025-02-24,C000813,43,93120.07,1,S0059
919,2025-02-24,C000813,43,16064.28,1,S0057
921,2024-12-11,C000162,85,5792.77,193,S0024
921,2024-12-11,C000162,85,2214.36,14,S0059
921,2025-02-25,C000870,35,2717.33,8,S0012
922,2025-02-28,C000196,88,15683.8,296,S0024
922,2025-02-28,C000196,88,1079.05,1,S0046
924,2025-02-28,C000585,68,15452.88,19080,S0036
926,2025-03-07,C001080,76,588070.78,1,S0002
927,2025-03-07,C000276,76,174080.49,13,S0043
928,2025-03-07,C000130,85,9921.0,1,S0043
929,2025-03-07,C000813,93,3596.4,11,S0055
929,2025-03-07,C000813,93,1374.6,1,S0046
931,2025-03-12,C000634,93,23078.5,2,S0083
932,2025-03-12,C000581,26,65604.97,1,S0006
932,2025-03-12,C000581,26,4049.23,1,S0017
933,2025-03-13,C000843,85,2258.09,1,S0024
934,2025-03-13,C000680,85,116.98,1,S0056
935,2025-03-14,C000464,74,1664.35,4,S0024
936,2025-03-14,C000004,76,2594.37,5,S0002
937,2025-03-14,C000004,76,3183.87,3,S0002
938,2025-03-18,C000709,76,753.42,8,S0025
939,2025-03-18,C000706,76,2204.27,1,S0025
940,2025-03-18,C000707,76,456.54,1,S0025
941,2025-03-18,C000712,76,1656.6,6,S0025
942,2025-03-18,C000227,76,653.95,7,S0025
943,2025-03-18,C000184,76,1313.14,1,S0025
944,2025-03-18,C000220,76,612.27,3,S0025
945,2025-03-18,C000120,76,2114.28,1,S0025
946,2025-03-18,C000161,76,7656.24,6,S0025
947,2025-03-18,C000349,76,4646.86,4,S0025
948,2025-03-18,C000654,76,1578.44,1,S0083
949,2025-03-19,C001087,85,2263.31,1,S0024
950,2025-03-19,C000976,85,2820.94,93,S0024
951,2025-03-19,C000535,85,7133.21,12,S0024
952,2025-03-19,C000255,76,850.89,1,S0043
953,2025-03-19,C000870,35,870.4,1,S0012
954,2025-03-21,C000456,85,1904.56,56,S0024
955,2025-03-21,C000225,85,599.32,9,S0025
956,2025-03-21,C000225,76,1454.0,1113,S0038
956,2025-03-21,C000225,76,1531.95,5,S0041
958,2025-03-21,C000162,85,2906.29,1,S0038
959,2025-03-21,C000944,94,177.83,1,S0055
960,2025-03-21,C000944,94,1096.74,3,S0043
962,2025-03-21,C000397,76,707.78,1,S0025
963,2025-03-21,C000397,85,666.84,12,S0041
964,2025-03-21,C000917,76,1472.66,41,S0025
964,2025-03-21,C000917,76,770.57,7,S0059
966,2025-03-24,C000227,85,1278.26,2,S0025
967,2025-03-24,C000220,85,2133.1,6,S0025
969,2025-03-24,C000161,85,3697.87,1,S0025
970,2025-03-24,C000120,85,2361.71,1,S0025
972,2025-03-24,C000701,76,811.61,4,S0057
973,2025-03-25,C000184,85,13887.24,12,S0025
974,2025-03-25,C000349,76,1874.78,1,S0025
976,2025-04-02,C001264,83,7705.07,1,S0032
977,2025-04-04,C000634,43,49913.16,1,S0083
1006,2025-02-19,C000162,85,8325.79,1,S0038
1006,2025-02-19,C000162,85,4170.21,8,S0059
1006,2025-02-19,C000162,85,9710.46,198,S0024
1019,2025-02-24,C001103,43,24015.39,1,S0025
1019,2025-02-24,C001103,43,3985.08,1,S0057
1019,2025-02-24,C001103,43,69.98,1,S0006
1019,2025-02-24,C001103,43,19.39,1,S0006
1019,2025-02-24,C001103,43,29.83,1,S0006
1021,2025-02-24,C001103,43,5813.74,1,S0057
1021,2025-02-24,C001103,43,27103.54,1,S0025
1021,2025-02-24,C001103,43,164.13,1,S0006
1021,2025-02-24,C001103,43,27.51,9,S0057
1023,2025-02-26,C000813,43,26421.53,1,S0038
1023,2025-02-26,C000813,43,38276.98,11,S0041
1058,2025-03-21,C000162,85,4466.95,3,S0059
1058,2025-03-21,C000162,85,19515.92,198,S0024
3771,2022-04-04,C000152,3,10974.78,1,010202
3771,2022-04-04,C000152,3,0.0,3,MO.B1.210
3771,2022-04-04,C000152,3,0.0,4,CM01.000002
3771,2022-04-04,C000152,3,0.0,15,CM01.000022
3772,2022-04-04,C000225,1,10471.77,4,010232
3775,2022-04-05,C000079,4,3597.86,9,060401
3775,2022-04-05,C000079,4,9426.84,1,060401
3782,2022-04-06,C000079,4,0.0,89,MO.K2.210
3782,2022-04-06,C000079,4,0.0,91,CM01.000002
3782,2022-04-06,C000079,4,0.0,104,CM01.000022
3782,2022-04-06,C000079,4,185398.31,100,010232
3786,2022-04-07,C000167,3,2142.83,1,010202
3786,2022-04-07,C000167,3,0.0,8,CM01.000022
3786,2022-04-07,C000167,3,0.0,1,CM01.000002
3786,2022-04-07,C000167,3,0.0,1,MO.B1.210
3787,2022-04-07,C000451,3,2048.58,1,010202
3787,2022-04-07,C000451,3,0.0,1,CM01.000022
3787,2022-04-07,C000451,3,0.0,1,CM01.000002
3787,2022-04-07,C000451,3,0.0,1,MO.B1.210
3788,2022-04-11,C000377,3,0.0,9,CM01.000022
3788,2022-04-11,C000377,3,0.0,17,CM01.000002
3788,2022-04-11,C000377,3,0.0,1,MO.B2.110
3788,2022-04-11,C000377,3,16572.65,7,010212
3790,2022-04-11,C000477,3,0.0,25,CM01.000022
3790,2022-04-11,C000477,3,0.0,5,CM01.000002
3790,2022-04-11,C000477,3,0.0,14,MO.K2.210
3790,2022-04-11,C000477,3,12992.91,18,010232
3790,2022-04-11,C000477,3,3113.54,13,060401
3794,2022-04-13,C000460,17,1820.87,10,060401-S
3794,2022-04-13,C000460,17,0.0,22,CM01.000002
3794,2022-04-13,C000460,17,0.0,1,MO.K2.210
3794,2022-04-13,C000460,17,6541.65,3,010232
3794,2022-04-13,C000460,17,0.0,13,CM01.000022
3795,2022-04-13,C000004,1,25015.33,34,060401
3797,2022-04-14,C000100,17,0.0,147,CM01.000022
3797,2022-04-14,C000100,17,0.0,145,CM01.000002
3797,2022-04-14,C000100,17,0.0,195,MO.B1.210
3797,2022-04-14,C000100,17,0.0,139,MO.K2.210
3797,2022-04-14,C000100,17,0.0,199,CM01.000002
3797,2022-04-14,C000100,17,0.0,186,CM01.000022
3797,2022-04-14,C000100,17,15100.72,1,060401-S
3797,2022-04-14,C000100,17,30189.3,15,060400-S
3797,2022-04-14,C000100,17,178588.33,144,010232
3797,2022-04-14,C000100,17,177220.1,190,010202
3798,2022-04-14,C000002,1,0.0,58,MO.B1.210
3798,2022-04-14,C000002,1,15452.54,66,010202
3798,2022-04-14,C000002,1,125266.95,337,010202
3798,2022-04-14,C000002,1,46058.49,118,010202
3798,2022-04-14,C000002,1,0.0,56,CM01.000002
3798,2022-04-14,C000002,1,0.0,111,CM01.000002
3798,2022-04-14,C000002,1,0.0,111,MO.B1.210
3798,2022-04-14,C000002,1,0.0,334,CM01.000022
3798,2022-04-14,C000002,1,0.0,338,CM01.000002
3798,2022-04-14,C000002,1,0.0,350,MO.B1.210
3798,2022-04-14,C000002,1,0.0,57,CM01.000022
3798,2022-04-14,C000002,1,0.0,111,CM01.000022
3799,2022-04-14,C000277,7,2775.73,11,010232
3804,2022-04-19,C000485,7,16367.58,1,010232
3804,2022-04-19,C000485,7,7402.47,2,060401
3804,2022-04-19,C000485,7,628.37,13,010202
3804,2022-04-19,C000485,7,0.0,1,MO.B1.210
3804,2022-04-19,C000485,7,0.0,1,CM01.000002
3804,2022-04-19,C000485,7,0.0,9,CM01.000022
3804,2022-04-19,C000485,7,0.0,11,MO.K2.210
3804,2022-04-19,C000485,7,0.0,6,CM01.000002
3804,2022-04-19,C000485,7,0.0,14,CM01.000022
3805,2022-04-19,C000389,1,7917.04,13,010232
3807,2022-04-20,C000196,4,5178.59,11,060401
3809,2022-04-20,C000125,7,0.0,12,MO.K2.210
3809,2022-04-20,C000125,7,0.0,13,CM01.000002
3809,2022-04-20,C000125,7,0.0,11,CM01.000022
3809,2022-04-20,C000125,7,13207.35,11,010232
3814,2022-04-22,C000237,4,6810.28,1,060401
3816,2022-04-25,C000161,1,4197.12,9,010232
3816,2022-04-25,C000161,1,0.0,1,CM01.000022
3816,2022-04-25,C000161,1,0.0,8,CM01.000002
3816,2022-04-25,C000161,1,0.0,1,MO.K2.210
3819,2022-04-26,C000225,1,6582.34,14,010232
3820,2022-04-26,C000162,4,0.0,1,CM01.000022
3820,2022-04-26,C000162,4,4361.41,1,010232
3820,2022-04-26,C000162,4,0.0,1,CM01.000002
3820,2022-04-26,C000162,4,0.0,1,MO.K2.210
3822,2022-04-26,C000489,2,0.0,1,CM01.000022
3822,2022-04-26,C000489,2,0.0,1,CM01.000002
3822,2022-04-26,C000489,2,1473.28,1,010232
3822,2022-04-26,C000489,2,0.0,2,MO.K2.210
3823,2022-04-26,C000152,2,4190.22,1,010202
3823,2022-04-26,C000152,2,0.0,14,CM01.000022
3823,2022-04-26,C000152,2,0.0,1,CM01.000002
3823,2022-04-26,C000152,2,0.0,9,MO.B1.210
3825,2022-04-27,C000496,3,12554.03,1,010232
3825,2022-04-27,C000496,3,0.0,9,MO.K2.210
3825,2022-04-27,C000496,3,4312.31,10,060401
3825,2022-04-27,C000496,3,0.0,9,CM01.000002
3825,2022-04-27,C000496,3,0.0,1,CM01.000022
3826,2022-04-28,C000322,2,0.0,1,CM01.000022
3826,2022-04-28,C000322,2,0.0,8,CM01.000002
3826,2022-04-28,C000322,2,0.0,1,MO.K2.210
3826,2022-04-28,C000322,2,10171.52,1,010232
3829,2022-04-28,C000215,1,2454.14,5,060401
3830,2022-04-29,C000491,4,6894.19,10,060401
3831,2022-04-29,C000491,4,0.0,5,CM01.000002
3831,2022-04-29,C000491,4,0.0,10,MO.K2.210
3831,2022-04-29,C000491,4,21620.83,6,010232
3831,2022-04-29,C000491,4,0.0,27,CM01.000022
3832,2022-04-29,C000389,1,21183.61,14,010202
3832,2022-04-29,C000389,1,0.0,27,CM01.000022
3832,2022-04-29,C000389,1,0.0,15,CM01.000002
3832,2022-04-29,C000389,1,0.0,27,MO.B1.210
3837,2022-04-29,C000499,23,16331.27,2,060401
3837,2022-04-29,C000499,23,59404.44,94,010232
3839,2022-04-29,C000009,1,6527.6,1,060401
3843,2022-05-03,C000215,1,2501.51,1,060401
3844,2022-05-03,C000215,1,2283.81,2,060401
3845,2022-05-03,C000215,1,2677.92,8,060401
3846,2022-05-03,C000483,5,4793.44,15,010232
3846,2022-05-03,C000483,5,4887.35,9,060401
3849,2022-05-03,C000500,7,0.0,3,MO.K2.210
3849,2022-05-03,C000500,7,0.0,1,CM01.000002
3849,2022-05-03,C000500,7,0.0,13,CM01.000022
3849,2022-05-03,C000500,7,0.0,1,MO.B1.210
3849,2022-05-03,C000500,7,0.0,1,CM01.000002
3849,2022-05-03,C000500,7,0.0,1,CM01.000022
3849,2022-05-03,C000500,7,4127.41,4,060401
3849,2022-05-03,C000500,7,4009.12,4,010232
3849,2022-05-03,C000500,7,658.39,1,010202
3850,2022-05-04,C000387,5,4616.63,1,060400
3851,2022-05-04,C000389,6,16487.58,3,010232
3852,2022-05-04,C000389,6,1875.3,1,060401
3853,2022-05-04,C000188,23,1864.94,9,060401
3853,2022-05-04,C000188,23,852.09,1,060401
3853,2022-05-04,C000188,23,15282.18,2,010232
3853,2022-05-04,C000188,23,14140.61,15,010232
3853,2022-05-04,C000188,23,0.0,1,CM01.000002
3853,2022-05-04,C000188,23,0.0,1,CM01.000022
3853,2022-05-04,C000188,23,0.0,21,MO.K2.210
3857,2022-05-05,C000502,5,12736.06,5,010232
3857,2022-05-05,C000502,5,4046.18,11,060401
3860,2022-05-05,C000389,6,14221.85,14,010232
